,credit_id,gender,id,name,profile_path,movies,appearance
105,52fe432fc3a36847f8040e23,2,21053,John Dahl,/klMxcB64Tu0sWCn3YDTMcGWPArQ.jpg,"[2045, 10427, 10220, 31583, 10866, 25284, 13922, 8141]",8
106,52fe4511c3a36847f80ba903,2,17494,Dennis Dugan,/A9Hv8qqB4fgb5IMjEESzBo8LXPZ.jpg,"[9614, 9622, 9032, 11077, 10878, 11078, 32450, 9957, 3563, 10661, 38365, 50546, 71880, 109418]",14
107,52fe426ac3a36847f801cf97,2,190,Clint Eastwood,/wJosJW9DNWHOA8h63bQr2HgHC48.jpg,"[688, 9559, 33, 66, 8197, 8879, 10015, 10354, 11901, 10747, 5551, 21866, 24679, 15393, 17689, 10650, 9573, 10724, 37917, 6723, 28761, 322, 40374, 70, 20187, 3683, 1251, 3580, 13223, 22954, 44603, 88794, 209451, 190859, 363676]",35
108,52fe449f9251416c7503b371,1,18969,Doris Dörrie,/2v1I1odswHZGMJYfSYmehJ3p4Ra.jpg,"[11907, 29507, 6461, 2049, 252407, 10146, 42293, 8556, 377852]",9
109,52fe43c89251416c7501deb3,2,65298,Brian Henson,/m2Bczi1gvhnIYCGp8Fhg2QCPuNf.jpg,"[10874, 10437, 13905]",3
110,52fe4a159251416c910c2ab1,0,64077,Robert Leacock,,[89333],1
111,58bc8c65c3a36851cd025bb8,0,1234226,James Bruce,,[96357],1
112,52fe4225c3a36847f80079c7,2,2461,Mel Gibson,/6VGgL0bBvPIJ9vDOyyGf5nK2zL4.jpg,"[197, 10502, 615, 1579, 324786]",5
113,52fe45219251416c9102886f,2,44916,Stanley Tong,/sG4jGodAJpyymBEEODAc0D09bBG.jpg,"[33542, 11134, 38955, 9404, 9438, 34856, 11653, 383785]",8
114,52fe4651c3a36847f80f87f5,2,23393,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg,"[43566, 6071, 9458, 9605, 10937, 38718, 44321, 11892, 21323, 36665, 46978, 22521, 54194, 63327]",14
115,52fe4846c3a368484e0f0c87,2,184475,Mort Ransen,,[71754],1
116,52fe4654c3a36847f80f930b,2,20849,Étienne Chatiliez,,"[43612, 4271, 6444, 2029, 40225, 20072]",6
117,52fe47eec3a36847f814fe7d,0,82293,Jon Blair,,[51352],1
118,52fe46f89251416c75089ac7,0,81020,Benjamin Ross,,"[16934, 50008, 53033, 72094]",4
119,52fe43599251416c7500cfa7,2,68185,Eric Schaeffer,/wmg75LITVwe4v8pwCipiGgx2vtP.jpg,"[10324, 37567, 97805, 96238, 83738, 263105]",6
120,52fe499dc3a368484e134c1f,2,12989,Andrew Davis,/vE3ls4wUsHQZAtu4gIzTIeQEmMG.jpg,"[78406, 5503, 12123, 8845, 1965, 20721, 9395, 31606, 9884, 8326, 4643, 4288]",12
121,52fe48ddc3a36847f817d857,2,36147,Charles T. Kanganis,,"[55731, 18885, 14806, 41586]",4
122,52fe43ef9251416c750238a5,2,68215,Reginald Hudlin,/jMos9yMWnCBVLE4F83Yt06CRYbI.jpg,"[11066, 20759, 16094, 16888, 12771]",5
123,52fe43f89251416c750248f7,2,12453,Wong Kar-wai,/zLngBAag9DSKtSAOWcfsFtEU3i5.jpg,"[11104, 40751, 11220, 843, 18329, 18311, 844, 24163, 1989, 36108, 44865, 38189, 145059, 39850]",14
124,52fe46859251416c910570f3,0,65314,Giuseppe Tornatore,/3cmRKkbmiOuuvAO76s3BTjCLqEb.jpg,"[37975, 11216, 10376, 10867, 19223, 45799, 10886, 25846, 152742, 315880]",10
125,52fe4332c3a36847f8041aab,2,17883,David O. Russell,/6aERBGHkLHpnd6V3pftvHoTvRvr.jpg,"[2074, 17600, 6415, 1599, 45317, 82693, 168672, 316002, 274479]",9
126,52fe4566c3a368484e0584db,2,16589,Peter MacDonald,/dDWPhRbouxsTuwnUsmXvHnTDQOT.jpg,"[27793, 1370, 12251, 3513]",4
127,52fe4681c3a36847f8102e91,0,239321,Moufida Tlatli,/C2dz8Ap9z1df4zcxgoJ6bKpDKF.jpg,"[44284, 265793]",2
128,5405dbddc3a368119c003c1e,0,93632,Michel Negroponte,,"[290157, 25366]",2
129,52fe4aecc3a36847f81e8bd3,2,122583,Bryan Gordon,,"[110972, 16270]",2
130,52fe44de9251416c9101fa51,1,41670,Rebecca Miller,/gegphPh4ITZPYIuVrhigTLRD3C2.jpg,"[32622, 32625, 17113, 4475, 312669]",5
131,52fe488ac3a368484e0fdffb,2,125543,Michael Lindsay-Hogg,,"[73067, 167738, 88818, 20556, 59390, 40373, 131172, 18944, 82942]",9
132,52fe44959251416c75039f39,0,15175,William Friedkin,/7Wk3u34PNW7d87xKM7ajTomuaMI.jpg,"[11863, 19819, 1051, 9552, 32043, 10479, 27958, 10632, 9846, 34377, 38985, 20545, 12526, 99749, 24429, 12219, 73567, 42648, 121052]",19
133,580cd8b1925141713b00e915,2,114997,Ángel Muñiz,/2yQONSSr9ENOppber9WuHvb16WR.jpg,[55475],1
134,52fe4ab0c3a368484e161d31,0,84445,Craig Baldwin,/dwWwKyGx9yBpmLhvBbW2uQTDRZC.jpg,"[124636, 102039, 19459]",3
135,52fe44dcc3a36847f80ae50b,2,12920,David S. Ward,,"[9101, 18133, 9942, 25297, 10804, 11067]",6
136,52fe4a93c3a368484e15b5cb,0,1077999,Mark Rappaport,/apv7hMj7we7M5fhyVJ1B0S9qYVq.jpg,"[123360, 128042, 148503, 288094, 124101, 135787]",6
137,52fe441fc3a36847f8083afd,2,45382,Dirk Shafer,,[5757],1
138,52fe47189251416c91069e59,2,93911,Terence Davies,/4VaF43xOqsy9rqRYwQy1dS88tLl.jpg,"[39428, 25520, 41799, 49956, 29785, 51994, 277713, 368942]",8
139,52fe4ab0c3a368484e161d3d,0,1080311,Sandip Ray,,[124639],1
